property_id,property_name_en,property_name_zh,typology_code,typology_label,label_status,baseline_final_status,current_status,final_label_status_after_critical_review,confidence_band,confidence_score,criteria_used,criteria_evidence_summary,brief_synthesis_evidence_summary,phase1d_metadata_evidence,ftg_theme_evidence,ftg_chrono_evidence,typology_specific_rationale,why_core_or_probable_or_candidate,false_positive_check,contradictory_evidence_summary,human_anchor_used,negative_anchor_rule_used,boundary_case_rule_used,critical_review_result,critical_review_reason,review_queue_reason,non_main_signal_type,research_note,phase2b_5_user_decision_verbatim,phase2b_5_user_note,phase2b_6_previous_status,phase2b_6_rule_version,phase2b_6_change_source,phase2b_7_previous_status,phase2b_7_rule_version,phase2b_7_change_source,phase2b_7_user_decision_verbatim,phase2b_7_user_note,phase2b_8b_previous_status,phase2b_8b_rule_version,phase2b_8b_change_source,phase2b_8b_user_decision_verbatim,phase2b_8b_user_note,t13_fit_class,t13_main_fit_sensitivity,iteration_last_changed,rule_version,codebook_version,phase2b_2_rule_version,phase2b_4_previous_status,phase2b_4_rule_version,phase2b_5_previous_status,phase2b_5_rule_version,phase2b_5_change_source
365,Khami Ruins National Monument,卡米国家遗址纪念地,T04_HISTORIC_BUILDINGS_ENSEMBLES,Historic buildings and ensembles,probable_label,probable_label,candidate_label,candidate_label,medium,0.67,iv,criteria iv intersects with rule signals for T04_HISTORIC_BUILDINGS_ENSEMBLES; criteria_txt=(iii)(iv),brief-synthesis text cues: monument | criteria signal: iv,Article1=Site,"theme cues: architecture, building, buildings, monument, monuments",none_identified,label-specific OUV proxy terms found: monument | criteria-aware gate supported by criteria iv,strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,candidate_label,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,1,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
365,Khami Ruins National Monument,卡米国家遗址纪念地,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,probable_label,probable_label,candidate_label,candidate_label,medium,0.63,iii; iv,"criteria iii, iv intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(iii)(iv)","brief-synthesis text cues: national | criteria signal: iii, iv",Article1=Site,theme cues: sacred,none_identified,"label-specific OUV proxy terms found: national | criteria-aware gate supported by criteria iii, iv",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,high-risk typology; T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,candidate_label,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,political_idea_or_identity_site,medium,4,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
366,Chan Chan Archaeological Zone,昌昌城考古地区,T04_HISTORIC_BUILDINGS_ENSEMBLES,Historic buildings and ensembles,probable_label,probable_label,candidate_label,candidate_label,medium,0.75,i,criteria i intersects with rule signals for T04_HISTORIC_BUILDINGS_ENSEMBLES; criteria_txt=(i)(iii),brief-synthesis text cues: palace | criteria signal: i,Article1=Site,"theme cues: building, buildings, monument, monuments",none_identified,label-specific OUV proxy terms found: palace | criteria-aware gate supported by criteria i,strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_8b_user_review_adjusted,criteria-aware or OUV-aware typology-specific evidence supports this label; Phase 2B.8b user review applied: user downgraded T04 from main.,Phase 2B.8b user review applied: user downgraded T04 from main.,candidate_label,Phase 2B.8b user review applied: user downgraded T04 from main.,,,probable_label,,,probable_label,,,,,probable_label,phase2b_8b_final_review_integration_v1.0,user_reviewed_8a_packet,不保留 T04,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,probable_label,,probable_label,,
366,Chan Chan Archaeological Zone,昌昌城考古地区,T09_MILITARY,Military properties,candidate_label,candidate_label,candidate_label,candidate_label,low,0.39,,no relevant criteria signal identified for T09_MILITARY; criteria_txt=(i)(iii),brief-synthesis text cues: citadel,Article1=Site,none_identified,none_identified,label-specific OUV proxy terms found: citadel,"secondary, generic, or boundary evidence preserved outside main diagnostics",candidate_only_not_counted,"evidence is secondary, generic, or not central enough for main diagnostics",none,none,none,not_applicable,critical pass applies only to core/probable labels,high-risk typology,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
367,"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",特里尔的古罗马建筑、圣彼得大教堂和圣玛利亚教堂,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,probable_label,probable_label,candidate_label,candidate_label,medium,0.57,i; iii; iv; vi,"criteria i, iii, iv, vi intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(i)(iii)(iv)(vi)","brief-synthesis text cues: civilization | criteria signal: i, iii, iv, vi",Article1=Group of Buildings; serial_candidate=true,none_identified,none_identified,"label-specific OUV proxy terms found: civilization | criteria-aware gate supported by criteria i, iii, iv, vi",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,high-risk typology; T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,candidate_label,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,religious_or_sacred_association_only,high,4,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
371,Ironbridge Gorge,乔治铁桥区,T04_HISTORIC_BUILDINGS_ENSEMBLES,Historic buildings and ensembles,probable_label,probable_label,candidate_label,candidate_label,medium,0.72,i; ii; iv,"criteria i, ii, iv intersects with rule signals for T04_HISTORIC_BUILDINGS_ENSEMBLES; criteria_txt=(i)(ii)(iv)(vi)","brief-synthesis text cues: architecture, built | criteria signal: i, ii, iv",Article1=Monument,"theme cues: architecture, building, buildings, monument, monuments",none_identified,"label-specific OUV proxy terms found: architecture, built | criteria-aware gate supported by criteria i, ii, iv",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,candidate_label,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,1,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
371,Ironbridge Gorge,乔治铁桥区,T05_SETTLEMENTS,Urban and rural settlements / historic towns and villages,rejected_label,rejected_label,candidate_label,candidate_label,low,0.24,ii; iv,"criteria ii, iv intersects with rule signals for T05_SETTLEMENTS; criteria_txt=(i)(ii)(iv)(vi)","criteria signal: ii, iv",Article1=Monument,theme cues: settlement,none_identified,"criteria-aware gate supported by criteria ii, iv",insufficient or contradicted typology-specific evidence,passed,none_identified,none,none,none,phase2b_4_adjusted,Phase 2B.4 user_review_decision: downgrade_to_candidate; Phase 2B.7 user-reviewed shortlist decision applied: user explicitly kept current shortlist typology as candidate.,"T05 promoted: settlement-scale morphology, urban/village structure, or historic-town identity is central.; Phase 2B.4 user_review_decision: downgrade_to_candidate; Phase 2B.7 user-reviewed shortlist decision applied: user explicitly kept current shortlist typology as candidate.",candidate_label,Phase 2B.7 user-reviewed shortlist decision applied: user explicitly kept current shortlist typology as candidate.,downgrade_to_candidate,【】,candidate_label,,,candidate_label,phase2b_7_user_review_and_obvious_miss_audit_v1.0,user_reviewed_shortlist,保持为 Candidate,,candidate_label,,,,,,,1,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,probable_label,phase2b_4_user_review_and_residual_scan_v1.0,candidate_label,,
371,Ironbridge Gorge,乔治铁桥区,T11_CULTURAL_ROUTES,Cultural routes,probable_label,probable_label,candidate_label,candidate_label,medium,0.65,ii; iv; vi,"criteria ii, iv, vi intersects with rule signals for T11_CULTURAL_ROUTES; criteria_txt=(i)(ii)(iv)(vi)","brief-synthesis text cues: railway | criteria signal: ii, iv, vi",Article1=Monument,"theme cues: canal, road",none_identified,"label-specific OUV proxy terms found: railway | criteria-aware gate supported by criteria ii, iv, vi",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T11 downgraded: route association exists but route/network typology is not central.,high-risk typology; T11 downgraded: route association exists but route/network typology is not central.,candidate_label,T11 downgraded: route association exists but route/network typology is not central.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,3,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
371,Ironbridge Gorge,乔治铁桥区,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,probable_label,probable_label,candidate_label,candidate_label,medium,0.63,i; ii; iv; vi,"criteria i, ii, iv, vi intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(i)(ii)(iv)(vi)","brief-synthesis text cues: symbol | criteria signal: i, ii, iv, vi",Article1=Monument,theme cues: cult,none_identified,"label-specific OUV proxy terms found: symbol | criteria-aware gate supported by criteria i, ii, iv, vi",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,high-risk typology; T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,candidate_label,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,strong_cultural_symbolic_hint,high,4,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
374,Castles and Town Walls of King Edward in Gwynedd,圭内斯郡爱德华国王城堡和城墙,T04_HISTORIC_BUILDINGS_ENSEMBLES,Historic buildings and ensembles,core_label,core_label,candidate_label,candidate_label,high,0.85,i; iv,"criteria i, iv intersects with rule signals for T04_HISTORIC_BUILDINGS_ENSEMBLES; criteria_txt=(i)(iii)(iv)","brief-synthesis text cues: architecture, monument, monuments | criteria signal: i, iv",Article1=Group of Buildings,"theme cues: architecture, building, buildings, monument, monuments",chrono cues: architecture,"label-specific OUV proxy terms found: architecture, monument, monuments | criteria-aware gate supported by criteria i, iv",central OUV-relevant typology evidence with criteria or human calibration support,passed,none_identified,none,none,none,phase2b_2_adjusted,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,candidate_label,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,1,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
374,Castles and Town Walls of King Edward in Gwynedd,圭内斯郡爱德华国王城堡和城墙,T05_SETTLEMENTS,Urban and rural settlements / historic towns and villages,rejected_label,rejected_label,candidate_label,candidate_label,low,0.26,iv,criteria iv intersects with rule signals for T05_SETTLEMENTS; criteria_txt=(i)(iii)(iv),criteria signal: iv,Article1=Group of Buildings,none_identified,none_identified,criteria-aware gate supported by criteria iv,insufficient or contradicted typology-specific evidence,passed,location wording may not prove settlement-scale value,none,none,none,phase2b_4_adjusted,Phase 2B.4 user_review_decision: downgrade_to_candidate; Phase 2B.7 user-reviewed shortlist decision applied: user explicitly kept current shortlist typology as candidate.,"T05 promoted: settlement-scale morphology, urban/village structure, or historic-town identity is central.; Phase 2B.4 user_review_decision: downgrade_to_candidate; Phase 2B.7 user-reviewed shortlist decision applied: user explicitly kept current shortlist typology as candidate.",candidate_label,Phase 2B.7 user-reviewed shortlist decision applied: user explicitly kept current shortlist typology as candidate.,downgrade_to_candidate,The overall series of the four castles of Edward I includes within the property boundary all the medieval defensive structures – castles and town walls – but not the planned settlements or waterfronts.,candidate_label,,,candidate_label,phase2b_7_user_review_and_obvious_miss_audit_v1.0,user_reviewed_shortlist,保持为 Candidate,,candidate_label,,,,,,,1,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,probable_label,phase2b_4_user_review_and_residual_scan_v1.0,candidate_label,,
377,Hattusha: the Hittite Capital,哈图莎：希泰首都,T04_HISTORIC_BUILDINGS_ENSEMBLES,Historic buildings and ensembles,probable_label,probable_label,candidate_label,candidate_label,medium,0.77,i; ii; iv,"criteria i, ii, iv intersects with rule signals for T04_HISTORIC_BUILDINGS_ENSEMBLES; criteria_txt=(i)(ii)(iii)(iv)","brief-synthesis text cues: ensemble, temple, construction | criteria signal: i, ii, iv",Article1=Site,"theme cues: architecture, building, buildings, monument, monuments",none_identified,"label-specific OUV proxy terms found: ensemble, temple, construction | criteria-aware gate supported by criteria i, ii, iv",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_8b_user_review_adjusted,criteria-aware or OUV-aware typology-specific evidence supports this label; Phase 2B.8b user review applied: user downgraded T04 from main.,Phase 2B.8b user review applied: user downgraded T04 from main.,candidate_label,Phase 2B.8b user review applied: user downgraded T04 from main.,,,probable_label,,,probable_label,,,,,probable_label,phase2b_8b_final_review_integration_v1.0,user_reviewed_8a_packet,不保留 T04,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,probable_label,,probable_label,,
377,Hattusha: the Hittite Capital,哈图莎：希泰首都,T07_RELIGIOUS,Religious properties,probable_label,probable_label,candidate_label,candidate_label,medium,0.67,ii; iii; iv,"criteria ii, iii, iv intersects with rule signals for T07_RELIGIOUS; criteria_txt=(i)(ii)(iii)(iv)","brief-synthesis text cues: temple | criteria signal: ii, iii, iv",Article1=Site,"theme cues: religious, church, temple, mosque, synagogue",none_identified,"label-specific OUV proxy terms found: temple | criteria-aware gate supported by criteria ii, iii, iv",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,Downgraded to reduce over-complex main typology profile; evidence remains as candidate signal.,Downgraded to reduce over-complex main typology profile; evidence remains as candidate signal.,candidate_label,Downgraded to reduce over-complex main typology profile; evidence remains as candidate signal.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,5,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
379,Historic City of Toledo,历史名城托莱多,T04_HISTORIC_BUILDINGS_ENSEMBLES,Historic buildings and ensembles,candidate_label,candidate_label,candidate_label,candidate_label,low,0.36,i; ii; iv,"criteria i, ii, iv intersects with rule signals for T04_HISTORIC_BUILDINGS_ENSEMBLES; criteria_txt=(i)(ii)(iii)(iv)","criteria signal: i, ii, iv",Article1=Group of Buildings,"theme cues: architecture, building, buildings, monument, monuments",none_identified,"criteria-aware gate supported by criteria i, ii, iv","secondary, generic, or boundary evidence preserved outside main diagnostics",candidate_only_not_counted,"evidence is secondary, generic, or not central enough for main diagnostics",none,none,none,not_applicable,critical pass applies only to core/probable labels,,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
379,Historic City of Toledo,历史名城托莱多,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,probable_label,probable_label,candidate_label,candidate_label,medium,0.57,i; ii; iii; iv,"criteria i, ii, iii, iv intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(i)(ii)(iii)(iv)","brief-synthesis text cues: civilization | criteria signal: i, ii, iii, iv",Article1=Group of Buildings,none_identified,none_identified,"label-specific OUV proxy terms found: civilization | criteria-aware gate supported by criteria i, ii, iii, iv",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,high-risk typology; T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,candidate_label,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,strong_cultural_symbolic_hint,high,4,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
381,Old City of Salamanca,萨拉曼卡古城,T04_HISTORIC_BUILDINGS_ENSEMBLES,Historic buildings and ensembles,probable_label,probable_label,candidate_label,candidate_label,medium,0.72,i; ii; iv,"criteria i, ii, iv intersects with rule signals for T04_HISTORIC_BUILDINGS_ENSEMBLES; criteria_txt=(i)(ii)(iv)","brief-synthesis text cues: monument, monuments | criteria signal: i, ii, iv",Article1=Group of Buildings,"theme cues: building, buildings, monument, monuments",none_identified,"label-specific OUV proxy terms found: monument, monuments | criteria-aware gate supported by criteria i, ii, iv",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,candidate_label,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,1,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
385,Old City of Sana'a,萨那古城,T04_HISTORIC_BUILDINGS_ENSEMBLES,Historic buildings and ensembles,probable_label,probable_label,candidate_label,candidate_label,medium,0.72,iv,criteria iv intersects with rule signals for T04_HISTORIC_BUILDINGS_ENSEMBLES; criteria_txt=(iv)(v)(vi),"brief-synthesis text cues: mosque, built | criteria signal: iv",Article1=Site,"theme cues: architecture, building, buildings, monument, monuments",none_identified,"label-specific OUV proxy terms found: mosque, built | criteria-aware gate supported by criteria iv",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,candidate_label,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,1,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
393,Archaeological Site of Delphi,德尔斐考古遗址,T05_SETTLEMENTS,Urban and rural settlements / historic towns and villages,rejected_label,rejected_label,candidate_label,candidate_label,low,0.28,ii; iv,"criteria ii, iv intersects with rule signals for T05_SETTLEMENTS; criteria_txt=(i)(ii)(iii)(iv)(vi)","criteria signal: ii, iv",Article1=Site,"theme cues: settlement, urban, town",chrono cues: city,"criteria-aware gate supported by criteria ii, iv",insufficient or contradicted typology-specific evidence,passed,none_identified,none,none,none,phase2b_4_adjusted,Phase 2B.4 user_review_decision: downgrade_to_candidate,"T05 promoted: settlement-scale morphology, urban/village structure, or historic-town identity is central.; Phase 2B.4 user_review_decision: downgrade_to_candidate",candidate_label,,downgrade_to_candidate,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,1,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,probable_label,phase2b_4_user_review_and_residual_scan_v1.0,candidate_label,,
393,Archaeological Site of Delphi,德尔斐考古遗址,T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,"Cultural landscapes, parks and gardens",probable_label,candidate_label,candidate_label,candidate_label,medium,0.67,ii; iii; iv; vi,"criteria ii, iii, iv, vi intersects with rule signals for T10_CULTURAL_LANDSCAPES_PARKS_GARDENS; criteria_txt=(i)(ii)(iii)(iv)(vi)","brief-synthesis text cues: landscape | criteria signal: ii, iii, iv, vi",Article1=Site; cultural_landscape_flag=false,"theme cues: cultural landscape, landscape, associative landscape",none_identified,"label-specific OUV proxy terms found: landscape | criteria-aware gate supported by criteria ii, iii, iv, vi","secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,T10 requires formal landscape/garden/park or central landscape value,T10 requires formal landscape/garden/park or central landscape value; T10 requires formal landscape/garden/park or central landscape value,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
393,Archaeological Site of Delphi,德尔斐考古遗址,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,probable_label,probable_label,candidate_label,candidate_label,medium,0.72,i; ii; iii; iv; vi,"criteria i, ii, iii, iv, vi intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(i)(ii)(iii)(iv)(vi)","brief-synthesis text cues: symbol, sacred | criteria signal: i, ii, iii, iv, vi",Article1=Site,"theme cues: memorial, commemorative, cult",none_identified,"label-specific OUV proxy terms found: symbol, sacred | criteria-aware gate supported by criteria i, ii, iii, iv, vi",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,high-risk typology; T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,candidate_label,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,religious_or_sacred_association_only,high,4,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
394,Venice and its Lagoon,威尼斯及泻湖,T06_VERNACULAR,Vernacular architecture,rejected_label,rejected_label,candidate_label,candidate_label,low,0.18,iv; v,"criteria iv, v intersects with rule signals for T06_VERNACULAR; criteria_txt=(i)(ii)(iii)(iv)(v)(vi)","criteria signal: iv, v",Article1=Site,none_identified,none_identified,"criteria-aware gate supported by criteria iv, v",insufficient or contradicted typology-specific evidence,passed,none_identified,none,none,none,phase2b_8b_user_review_adjusted,critical pass applies only to core/probable labels; Phase 2B.8b user review applied: user retained affected typology as candidate.,Phase 2B.8b user review applied: user retained affected typology as candidate.,candidate_label,Phase 2B.8b user review applied: user retained affected typology as candidate.,,,rejected_label,,,rejected_label,,,,,rejected_label,phase2b_8b_final_review_integration_v1.0,user_reviewed_8a_packet,Canditate,to the more modest residences in the calli and campi of its six quarters (Sestieri),,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,rejected_label,,rejected_label,,
398,Castel del Monte,蒙特堡,T09_MILITARY,Military properties,candidate_label,candidate_label,candidate_label,candidate_label,low,0.44,,no relevant criteria signal identified for T09_MILITARY; criteria_txt=(i)(ii)(iii),"brief-synthesis text cues: military, castle",Article1=Monument,none_identified,none_identified,"label-specific OUV proxy terms found: military, castle","secondary, generic, or boundary evidence preserved outside main diagnostics",candidate_only_not_counted,"evidence is secondary, generic, or not central enough for main diagnostics",none,none,none,not_applicable,critical pass applies only to core/probable labels; Phase 2B.6 user no-main-label review integrated candidate typology from edited property summary.,high-risk typology,candidate_label,,,,candidate_label,phase2b_6_final_manual_integration_v1.0,user_no_main_label_review,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
398,Castel del Monte,蒙特堡,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,probable_label,probable_label,candidate_label,candidate_label,medium,0.62,i; ii; iii,"criteria i, ii, iii intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(i)(ii)(iii)","brief-synthesis text cues: symbol, symbolic | criteria signal: i, ii, iii",Article1=Monument,none_identified,none_identified,"label-specific OUV proxy terms found: symbol, symbolic | criteria-aware gate supported by criteria i, ii, iii",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.; Phase 2B.6 user no-main-label review integrated candidate typology from edited property summary.,high-risk typology; T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,candidate_label,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,,,candidate_label,phase2b_6_final_manual_integration_v1.0,user_no_main_label_review,candidate_label,,,,,candidate_label,,,,,strong_cultural_symbolic_hint,high,4,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
