property_id,whc_official_url,property_name_en,property_name_zh,inscription_year,region_en,states_name_en,whc_category,core_typology_codes,probable_typology_codes,candidate_typology_codes,main_typology_count,candidate_typology_count,needs_review_count,review_priority,notes
351,https://whc.unesco.org/en/list/351,Painted Churches in the Troodos Region,特罗多斯地区的彩绘教堂,1985,Europe and North America,Cyprus,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
352,https://whc.unesco.org/en/list/352,Rock Art of Alta,阿尔塔岩画,1985,Europe and North America,Norway,C,T02_ROCK_ART,T01_ARCHAEOLOGICAL; T05_SETTLEMENTS,,3,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
353,https://whc.unesco.org/en/list/353,Chaco Culture,查科文化国家历史公园,1987,Europe and North America,United States of America,C,T01_ARCHAEOLOGICAL,T05_SETTLEMENTS; T06_VERNACULAR; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T04_HISTORIC_BUILDINGS_ENSEMBLES; T13_SYMBOLIC_MEMORIAL,4,2,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
356,https://whc.unesco.org/en/list/356,Historic Areas of Istanbul,伊斯坦布尔历史区域,1985,Europe and North America,Türkiye,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,T05_SETTLEMENTS; T09_MILITARY; T13_SYMBOLIC_MEMORIAL,2,3,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
357,https://whc.unesco.org/en/list/357,Göreme National Park and the Rock Sites of Cappadocia,希拉波利斯和帕姆卡莱,1985,Europe and North America,Türkiye,C/N,,T01_ARCHAEOLOGICAL; T05_SETTLEMENTS; T06_VERNACULAR; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T04_HISTORIC_BUILDINGS_ENSEMBLES; T13_SYMBOLIC_MEMORIAL,4,2,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
358,https://whc.unesco.org/en/list/358,Great Mosque and Hospital of Divriği,迪夫里伊的大清真寺和医院,1985,Europe and North America,Türkiye,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,T09_MILITARY,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
359,https://whc.unesco.org/en/list/359,Thracian Tomb of Sveshtari,斯韦什塔里的色雷斯人墓,1985,Europe and North America,Bulgaria,C,,T12_BURIAL,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS; T09_MILITARY,1,3,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
361,https://whc.unesco.org/en/list/361,Historic Centre of Évora,埃武拉历史中心,1986,Europe and North America,Portugal,C,,T05_SETTLEMENTS,T04_HISTORIC_BUILDINGS_ENSEMBLES,1,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
362,https://whc.unesco.org/en/list/362,Old Town of Ghadamès,加达梅斯古镇,1986,Arab States,Libya,C,T05_SETTLEMENTS,T06_VERNACULAR,T04_HISTORIC_BUILDINGS_ENSEMBLES,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
364,https://whc.unesco.org/en/list/364,Great Zimbabwe National Monument,大津巴布韦国家纪念地,1986,Africa,Zimbabwe,C,,T01_ARCHAEOLOGICAL; T05_SETTLEMENTS,T04_HISTORIC_BUILDINGS_ENSEMBLES; T13_SYMBOLIC_MEMORIAL,2,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
365,https://whc.unesco.org/en/list/365,Khami Ruins National Monument,卡米国家遗址纪念地,1986,Africa,Zimbabwe,C,,T01_ARCHAEOLOGICAL; T05_SETTLEMENTS,T04_HISTORIC_BUILDINGS_ENSEMBLES; T13_SYMBOLIC_MEMORIAL,2,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
366,https://whc.unesco.org/en/list/366,Chan Chan Archaeological Zone,昌昌城考古地区,1986,Latin America and the Caribbean,Peru,C,,T01_ARCHAEOLOGICAL; T05_SETTLEMENTS,T04_HISTORIC_BUILDINGS_ENSEMBLES; T09_MILITARY,2,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
367,https://whc.unesco.org/en/list/367,"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",特里尔的古罗马建筑、圣彼得大教堂和圣玛利亚教堂,1986,Europe and North America,Germany,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS,T13_SYMBOLIC_MEMORIAL,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
370,https://whc.unesco.org/en/list/370,Durham Castle and Cathedral,达勒姆大教堂和城堡,1986,Europe and North America,United Kingdom of Great Britain and Northern Ireland,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS; T09_MILITARY,T05_SETTLEMENTS,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
371,https://whc.unesco.org/en/list/371,Ironbridge Gorge,乔治铁桥区,1986,Europe and North America,United Kingdom of Great Britain and Northern Ireland,C,T08_AGRI_INDUSTRIAL_TECH,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS; T11_CULTURAL_ROUTES; T13_SYMBOLIC_MEMORIAL,1,4,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
372,https://whc.unesco.org/en/list/372,Studley Royal Park including the Ruins of Fountains Abbey,斯塔德利皇家公园和喷泉修道院遗址,1986,Europe and North America,United Kingdom of Great Britain and Northern Ireland,C,T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS,,4,0,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
373,https://whc.unesco.org/en/list/373,"Stonehenge, Avebury and Associated Sites",“巨石阵”、埃夫伯里及周围的巨石遗迹,1986,Europe and North America,United Kingdom of Great Britain and Northern Ireland,C,T01_ARCHAEOLOGICAL,,T07_RELIGIOUS,1,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
374,https://whc.unesco.org/en/list/374,Castles and Town Walls of King Edward in Gwynedd,圭内斯郡爱德华国王城堡和城墙,1986,Europe and North America,United Kingdom of Great Britain and Northern Ireland,C,T09_MILITARY,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS,1,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
377,https://whc.unesco.org/en/list/377,Hattusha: the Hittite Capital,哈图莎：希泰首都,1986,Europe and North America,Türkiye,C,,T01_ARCHAEOLOGICAL; T05_SETTLEMENTS; T09_MILITARY,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS,3,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
378,https://whc.unesco.org/en/list/378,Mudejar Architecture of Aragon,阿拉贡的穆德哈尔式建筑,1986,Europe and North America,Spain,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,1,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
379,https://whc.unesco.org/en/list/379,Historic City of Toledo,历史名城托莱多,1986,Europe and North America,Spain,C,,T05_SETTLEMENTS; T09_MILITARY,T04_HISTORIC_BUILDINGS_ENSEMBLES; T13_SYMBOLIC_MEMORIAL,2,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
381,https://whc.unesco.org/en/list/381,Old City of Salamanca,萨拉曼卡古城,1988,Europe and North America,Spain,C,T05_SETTLEMENTS,,T04_HISTORIC_BUILDINGS_ENSEMBLES,1,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
383,https://whc.unesco.org/en/list/383,"Cathedral, Alcázar and Archivo de Indias in Seville",,1987,Europe and North America,Spain,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS; T12_BURIAL,T13_SYMBOLIC_MEMORIAL,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
384,https://whc.unesco.org/en/list/384,Old Town of Cáceres,卡塞雷斯古城,1986,Europe and North America,Spain,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
385,https://whc.unesco.org/en/list/385,Old City of Sana'a,萨那古城,1986,Arab States,Yemen,C,,T05_SETTLEMENTS; T07_RELIGIOUS,T04_HISTORIC_BUILDINGS_ENSEMBLES,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
387,https://whc.unesco.org/en/list/387,St Kilda,圣基尔达岛,1986,Europe and North America,United Kingdom of Great Britain and Northern Ireland,C/N,T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T01_ARCHAEOLOGICAL,T04_HISTORIC_BUILDINGS_ENSEMBLES,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
389,https://whc.unesco.org/en/list/389,Studenica Monastery,斯图德尼察修道院,1986,Europe and North America,Serbia,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
392,https://whc.unesco.org/en/list/392,Temple of Apollo Epicurius at Bassae,巴赛的阿波罗•伊壁鸠鲁神庙,1986,Europe and North America,Greece,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
393,https://whc.unesco.org/en/list/393,Archaeological Site of Delphi,德尔斐考古遗址,1987,Europe and North America,Greece,C,T01_ARCHAEOLOGICAL,T07_RELIGIOUS,T05_SETTLEMENTS; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS; T13_SYMBOLIC_MEMORIAL,2,3,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
394,https://whc.unesco.org/en/list/394,Venice and its Lagoon,威尼斯及泻湖,1987,Europe and North America,Italy,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T05_SETTLEMENTS,T06_VERNACULAR,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
395,https://whc.unesco.org/en/list/395,"Piazza del Duomo, Pisa",比萨大教堂广场,1987,Europe and North America,Italy,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS; T12_BURIAL,,3,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
398,https://whc.unesco.org/en/list/398,Castel del Monte,蒙特堡,1996,Europe and North America,Italy,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES,T09_MILITARY; T13_SYMBOLIC_MEMORIAL,1,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
400,https://whc.unesco.org/en/list/400,"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",布达佩斯（多瑙河两岸、布达城堡区和安德拉什大街）,1987,Europe and North America,Hungary,C,,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS,T09_MILITARY; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,3,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
401,https://whc.unesco.org/en/list/401,Old Village of Hollókő and its Surroundings,霍洛克古村落及其周边,1987,Europe and North America,Hungary,C,,T05_SETTLEMENTS; T06_VERNACULAR; T08_AGRI_INDUSTRIAL_TECH,T04_HISTORIC_BUILDINGS_ENSEMBLES; T14_MODERN,3,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
404,https://whc.unesco.org/en/list/404,"Acropolis, Athens",雅典卫城,1987,Europe and North America,Greece,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T05_SETTLEMENTS; T07_RELIGIOUS,T13_SYMBOLIC_MEMORIAL,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
411,https://whc.unesco.org/en/list/411,Pre-Hispanic City and National Park of Palenque,帕伦克古城和国家公园,1987,Latin America and the Caribbean,Mexico,C,,T05_SETTLEMENTS; T07_RELIGIOUS; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T04_HISTORIC_BUILDINGS_ENSEMBLES; T13_SYMBOLIC_MEMORIAL,3,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
412,https://whc.unesco.org/en/list/412,Historic Centre of Mexico City and Xochimilco,墨西哥城与赫霍奇米尔科历史中心,1987,Latin America and the Caribbean,Mexico,C,,T05_SETTLEMENTS; T07_RELIGIOUS,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES; T11_CULTURAL_ROUTES,2,3,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
414,https://whc.unesco.org/en/list/414,Pre-Hispanic City of Teotihuacan,特奥蒂瓦坎,1987,Latin America and the Caribbean,Mexico,C,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS,T05_SETTLEMENTS,T13_SYMBOLIC_MEMORIAL,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
415,https://whc.unesco.org/en/list/415,Historic Centre of Oaxaca and Archaeological Site of Monte Albán,瓦哈卡历史中心与阿尔班山考古遗址,1987,Latin America and the Caribbean,Mexico,C,T01_ARCHAEOLOGICAL; T05_SETTLEMENTS,T07_RELIGIOUS,T04_HISTORIC_BUILDINGS_ENSEMBLES; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS; T11_CULTURAL_ROUTES; T13_SYMBOLIC_MEMORIAL,3,4,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
416,https://whc.unesco.org/en/list/416,Historic Centre of Puebla,普埃布拉历史中心,1987,Latin America and the Caribbean,Mexico,C,,T05_SETTLEMENTS; T07_RELIGIOUS,T04_HISTORIC_BUILDINGS_ENSEMBLES; T09_MILITARY,2,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
417,https://whc.unesco.org/en/list/417,"Ibiza, Biodiversity and Culture",伊维萨岛的生物多样性和特有文化,1999,Europe and North America,Spain,C/N,T09_MILITARY,T01_ARCHAEOLOGICAL; T05_SETTLEMENTS; T12_BURIAL,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS,4,2,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
420,https://whc.unesco.org/en/list/420,City of Potosí,波托西城,1987,Latin America and the Caribbean,Bolivia (Plurinational State of),C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T05_SETTLEMENTS; T08_AGRI_INDUSTRIAL_TECH,T06_VERNACULAR; T07_RELIGIOUS,3,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
421,https://whc.unesco.org/en/list/421,Tongariro National Park,汤加里罗国家公园,1990,Asia and the Pacific,New Zealand,C/N,T07_RELIGIOUS; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,,T05_SETTLEMENTS; T13_SYMBOLIC_MEMORIAL,2,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
425,https://whc.unesco.org/en/list/425,Blenheim Palace,布莱尼姆宫,1987,Europe and North America,United Kingdom of Great Britain and Northern Ireland,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T05_SETTLEMENTS; T13_SYMBOLIC_MEMORIAL,3,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
426,https://whc.unesco.org/en/list/426,Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,威斯敏斯特宫殿和教堂以及圣玛格丽特教堂,1987,Europe and North America,United Kingdom of Great Britain and Northern Ireland,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T01_ARCHAEOLOGICAL; T07_RELIGIOUS,T13_SYMBOLIC_MEMORIAL,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
428,https://whc.unesco.org/en/list/428,City of Bath,巴斯城,1987,Europe and North America,United Kingdom of Great Britain and Northern Ireland,C,,T05_SETTLEMENTS,T04_HISTORIC_BUILDINGS_ENSEMBLES; T06_VERNACULAR,1,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
429,https://whc.unesco.org/en/list/429,New Lanark,新拉纳克,2001,Europe and North America,United Kingdom of Great Britain and Northern Ireland,C,,T05_SETTLEMENTS; T08_AGRI_INDUSTRIAL_TECH,T04_HISTORIC_BUILDINGS_ENSEMBLES; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,2,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
430,https://whc.unesco.org/en/list/430,Frontiers of the Roman Empire,,1987,Europe and North America,"Germany,United Kingdom of Great Britain and Northern Ireland",C,T09_MILITARY,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS,,4,0,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
